season_year,contact_id,renewed,Gender,zip,distance,number_of_tix,seat_start,seat_end,section,row,pricecode_desc,aisle,general_location,priceleveldesc,purchase_price_notax,multiple_locations,tenure,percent_total_used,paid_in_full,percent_personally_used,flash_profit_loss,season_performance
2014-2015,213081,0,Female,80134,23.30650328,10,1,6,110,2,Full Renewal,1,Lower,End Loge,50,Yes,12,0.776744186,0,0.776744186,0,0.549
2014-2015,107023,1,Male,80237,9.296555447,14,1,14,110,18,Full Renewal,1,Lower,End Loge,50,Yes,19,0.820598007,0,0.820598007,0,0.549
2014-2015,1758136,0,Male,22302,10,50,1,17,110,20,Full New,1,Lower,End Loge,50,Yes,5,0.922926829,0,0.920487805,-0.001408636,0.549
2014-2015,1842598,0,Male,80206,3.111903246,2,3,4,110,16,Full Renewal,0,Lower,End Loge,50,No,4,0.569767442,0,0.569767442,0,0.549
2014-2015,9424527,0,Male,80203,1.797108906,1,2,2,110,5,Full New,0,Lower,End Loge,50,No,2,0.744186047,0,0.744186047,0,0.549
2014-2015,22524863,1,Male,80923,58.90499728,2,11,12,110,14,Full New,1,Lower,End Loge,50,No,0,0.802325581,0,0.802325581,0,0.549
2014-2015,9182719,1,Male,87199,10,3,9,11,110,11,Full New,1,Lower,End Loge,50,No,3,0.930232558,1,0.930232558,0,0.549
2014-2015,127835,1,Male,80538,52.33068834,4,12,17,110,3,Full Renewal,0,Lower,End Loge,50,Yes,18,0.604651163,0,0.604651163,0,0.549
2014-2015,12024596,1,Female,80130,15.12980207,2,9,10,110,5,Full Renewal,0,Lower,End Loge,50,No,1,1,0,1,0,0.549
2014-2015,1688945,1,Male,80908,52.73709501,2,1,2,110,12,Full COHO,1,Lower,End Loge,35,No,5,0.848837209,0,0.848837209,0,0.549
2014-2015,2308544,1,Male,80211,1.505243705,4,3,6,110,5,Full New,0,Lower,End Loge,50,No,4,0.761627907,0,0.761627907,0,0.549
2014-2015,2349164,1,Male,80020,13.50261426,4,3,6,110,13,Full New,0,Lower,End Loge,50,No,4,0.98255814,0,0.98255814,0,0.549
2014-2015,1840133,1,Male,80201,10,4,11,15,110,6,Full Renewal,1,Lower,End Loge,50,Yes,4,0.802325581,0,0.802325581,0,0.549
2014-2015,4771998,1,Male,80237,9.296555447,8,1,14,110,13,Full Renewal,1,Lower,End Loge,50,Yes,7,0.88372093,0,0.88372093,0,0.549
2014-2015,9391163,0,Male,63021,10,18,1,10,110,10,Full Renewal,1,Lower,End Loge,50,Yes,2,0.936692506,0,0.934108527,-0.000258398,0.549
2014-2015,2334658,1,Male,80014,11.25048602,4,3,10,110,8,Full Renewal,0,Lower,End Loge,50,Yes,4,0.523255814,0,0.523255814,0,0.549
2014-2015,213202,1,Female,80026,17.6288244,1,11,11,110,3,Full Renewal,0,Lower,End Loge,50,No,12,1,0,1,0,0.549
2014-2015,1691818,1,Male,80129,13.86820751,4,3,6,110,11,Full COHO,0,Lower,End Loge,35,No,5,0.761627907,0,0.453488372,0.137873754,0.549
2014-2015,213609,1,Male,80401,12.11791161,2,14,15,110,19,Full New,1,Lower,End Loge,50,No,12,0.872093023,0,0.872093023,0,0.549
2014-2015,20978668,0,Male,80109,26.37374182,4,5,12,110,17,Full Renewal,0,Lower,End Loge,50,Yes,1,0.918604651,0,0.918604651,0,0.549
2014-2015,101710,1,Male,80246,5.210518477,2,14,15,110,3,Full Renewal,0,Lower,End Loge,50,No,19,0,0,0,0,0.549
2014-2015,21124508,1,Male,80109,26.37374182,2,18,19,110,6,Full New,1,Lower,End Loge,50,No,0,0.813953488,0,0.76744186,0.034883721,0.549
2014-2015,12204200,0,Male,80127,16.56325898,2,1,2,110,20,Full Renewal,1,Lower,End Loge,50,No,1,0.779069767,0,0.779069767,0,0.549
2014-2015,131850,1,Unknown,80203,1.797108906,4,1,4,110,7,Full Renewal,1,Lower,End Loge,50,Yes,14,0.854651163,1,0.854651163,0,0.549
2014-2015,8338992,0,Female,81006,10,2,13,14,110,16,Full Renewal,1,Lower,End Loge,50,No,3,0.674418605,0,0.465116279,0.049302326,0.549
2014-2015,201855,1,Male,80134,23.30650328,6,5,10,110,3,Full Renewal,0,Lower,End Loge,50,Yes,13,0.786821705,0,0.786821705,0,0.549
2014-2015,20379856,0,Male,80401,12.11791161,2,4,9,110,8,Full New,0,Lower,End Loge,50,Yes,0,0.810810811,0,0.135135135,0.177567568,0.549
2014-2015,134468,1,Male,80130,15.12980207,4,10,18,110,15,Full Renewal,1,Lower,End Loge,50,Yes,19,0.825581395,0,0.76744186,0.014005168,0.549
2014-2015,1664487,1,Female,80112,13.93616799,2,9,10,110,6,Full Renewal,0,Lower,End Loge,50,No,5,0.255813953,0,0.023255814,0.174418605,0.549
2014-2015,113161,1,Male,80504,28.1877358,4,1,12,110,12,Full Renewal,1,Lower,End Loge,50,Yes,19,0.872093023,0,0.872093023,0,0.549
2014-2015,20245326,0,Unknown,80215,5.361212869,1,10,10,110,9,Full New,1,Lower,End Loge,50,No,1,0,0,0,0,0.549
2014-2015,134622,1,Male,80237,9.296555447,4,1,19,110,4,Full Renewal,1,Lower,End Loge,50,Yes,19,0.151162791,0,0,0.061627907,0.549
2014-2015,192039,1,Male,80202,0.545389681,2,1,2,110,13,Full New,1,Lower,End Loge,50,No,13,0.860465116,0,0.860465116,0,0.549
2014-2015,24029945,1,Male,80222,6.751365038,2,1,2,110,16,Full New,1,Lower,End Loge,50,No,0,0.6875,0,0.6875,0,0.549
2014-2015,3961292,0,Male,33179,10,8,1,6,110,7,Full Renewal,1,Lower,End Loge,50,No,8,0.773255814,0,0.773255814,0,0.549
2014-2015,1712578,1,Male,80020,13.50261426,2,19,20,110,7,Full COHO,1,Lower,End Loge,35,No,5,0.872093023,0,0.872093023,0,0.549
2014-2015,21094508,1,Male,80112,13.93616799,6,3,17,110,4,Full New,1,Lower,End Loge,50,Yes,0,0.921052632,0,0.921052632,0,0.549
2014-2015,2131569,1,Male,80126,13.9656821,2,17,18,110,7,Full COHO,0,Lower,End Loge,30,No,4,0.848837209,0,0.802325581,0.006644518,0.549
2014-2015,2417196,1,Male,80202,0.545389681,4,11,16,110,1,Full New,1,Lower,Rinkside (Row 1),196,Yes,4,0.848837209,0,0.848837209,0,0.549
2014-2015,126053,1,Unknown,80138,23.62186718,4,5,11,110,2,Full Renewal,1,Lower,End Loge,50,Yes,18,0.936046512,0,0.936046512,0,0.549
2014-2015,1865043,0,Male,65668,10,4,3,9,110,8,Full Renewal,1,Lower,End Loge,50,Yes,4,0.76744186,0,0.76744186,0,0.549
2014-2015,1526674,0,Male,80013,14.47726424,5,5,9,112,13,Full New,0,Lower,End Loge,50,No,7,0.920930233,0,0.920930233,0,0.549
2014-2015,447805,1,Unknown,80017,12.34993065,4,1,11,112,22,Full Renewal,1,Lower,End Loge,50,Yes,9,0.802325581,1,0.802325581,0,0.549
2014-2015,8098319,0,Male,77098,10,250,1,20,112,16,Full Renewal,1,Lower,End Loge,50,Yes,5,0.904093023,0,0.903627907,-0.000192982,0.549
2014-2015,13084054,1,Male,80016,19.31679506,2,9,10,112,12,Full Renewal,1,Lower,End Loge,50,No,1,0.023255814,0,0,0.006976744,0.549
2014-2015,21119860,0,Female,14043,10,5,3,7,112,14,Full New,0,Lower,End Loge,50,No,0,0.911627907,0,0.911627907,0,0.549
2014-2015,1757263,1,Female,80227,7.299016768,2,1,2,112,8,Full COHO,1,Lower,End Loge,35,No,5,0.651162791,0,0.581395349,0.069767442,0.549
2014-2015,6463957,0,Male,80016,19.31679506,2,12,13,112,21,Full New,1,Lower,End Loge,50,No,3,0,0,0,0,0.549
2014-2015,22469935,0,Male,80110,6.903303596,4,9,12,112,20,Full New,1,Lower,End Loge,50,No,0,0.697674419,0,0.697674419,0,0.549
2014-2015,6883421,1,Female,80150,10,2,8,9,112,8,Full Renewal,1,Lower,End Loge,50,No,6,0.953488372,0,0.953488372,0,0.549
2014-2015,2357234,1,Female,80207,4.687309525,2,1,2,112,14,Full Renewal,1,Lower,End Loge,50,No,4,0,0,0,0,0.549
2014-2015,1710066,1,Male,80014,11.25048602,2,10,11,112,13,Full New,1,Lower,End Loge,50,No,5,0.930232558,0,0.930232558,0,0.549
2014-2015,9264016,0,Male,80126,13.9656821,2,10,11,112,14,Full New,1,Lower,End Loge,50,No,2,0.534883721,0,0,0.129302326,0.549
2014-2015,9175962,0,Unknown,80204,1.243302994,2,8,9,112,14,Full Renewal,0,Lower,End Loge,50,No,3,0.88372093,0,0.88372093,0,0.549
2014-2015,1744539,0,Female,80229,8.023119073,2,9,10,112,11,Full New,1,Lower,End Loge,50,No,5,0.953488372,0,0.953488372,0,0.549
2014-2015,1723533,1,Male,80108,21.86818661,2,1,2,112,19,Full New,1,Lower,End Loge,50,No,5,0.941860465,0,0.941860465,0,0.549
2014-2015,21924861,1,Male,80504,28.1877358,2,1,2,112,9,Full New,1,Lower,End Loge,50,No,0,0.848837209,0,0.848837209,0,0.549
2014-2015,21018275,1,Male,80014,11.25048602,2,1,2,112,10,Full New,1,Lower,End Loge,50,No,0,0.209302326,0,0.046511628,0.003255814,0.549
2014-2015,21105944,0,Male,80223,3.314610037,4,4,7,112,9,Full New,0,Lower,End Loge,50,No,0,0.848837209,0,0.848837209,0,0.549
2014-2015,134897,1,Male,80210,5.49710847,12,1,18,112,17,Full Renewal,1,Lower,End Loge,50,Yes,19,0.792635659,0,0.78875969,-0.000852713,0.549
2014-2015,119706,1,Male,80108,21.86818661,4,1,4,112,12,Full Renewal,1,Lower,End Loge,50,No,19,0.023255814,0,0,0,0.549
2014-2015,140727,1,Male,80209,3.971141351,2,6,7,112,10,Full New,0,Lower,End Loge,50,No,19,0.325581395,0,0,0.166046512,0.549
2014-2015,21091641,0,Male,85016,10,2,6,7,112,8,Full New,0,Lower,End Loge,50,No,0,0.581395349,0,0.534883721,0.079069767,0.549
2014-2015,21100912,1,Male,80459,76.44669469,2,7,8,112,12,Full New,0,Lower,End Loge,50,No,0,0.023255814,0,0,-0.009302326,0.549
2014-2015,1717238,1,Male,80126,13.9656821,2,3,4,112,21,Full New,0,Lower,End Loge,50,No,5,0,0,0,0,0.549
2014-2015,20990574,0,Female,80132,45.74791068,4,1,4,114,13,Full New,1,Lower,End Loge,50,No,1,0.297619048,0,0.023809524,-0.013095238,0.549
2014-2015,2323362,1,Male,80111,11.54419147,4,8,11,114,13,Full New,1,Lower,End Loge,50,No,4,0.877906977,0,0.877906977,0,0.549
2014-2015,133896,1,Female,80215,5.361212869,2,11,12,114,20,Full Renewal,1,Lower,End Loge,50,No,18,0.709302326,0,0.709302326,0,0.549
2014-2015,126075,1,Male,80202,0.545389681,2,9,10,114,11,Full Renewal,1,Lower,End Loge,50,No,18,0.639534884,0,0.639534884,0,0.549
2014-2015,492181,1,Male,80227,7.299016768,2,10,11,114,15,Full Renewal,1,Lower,End Loge,50,No,8,0.755813953,0,0.755813953,0,0.549
2014-2015,11933991,0,Male,10002,10,8,9,12,114,17,Full Renewal,1,Lower,End Loge,50,Yes,1,0.831395349,0,0.831395349,0,0.549
2014-2015,9340146,1,Male,80227,7.299016768,2,1,2,114,10,Full Renewal,1,Lower,End Loge,50,No,2,0.941860465,0,0.941860465,0,0.549
2014-2015,198630,0,Male,80202,0.545389681,2,11,12,114,18,Full New,1,Lower,End Loge,50,No,13,0.686046512,0,0.686046512,0,0.549
2014-2015,1706571,1,Male,80477,10,2,9,10,114,12,Full COHO,1,Lower,End Loge,35,No,5,0.581395349,0,0.069767442,0.291694352,0.549
2014-2015,9568994,0,Male,80204,1.243302994,5,5,9,114,14,Full New,0,Lower,End Loge,50,No,2,0.902325581,0,0.902325581,0,0.549
2014-2015,9182771,1,Male,80113,7.469600965,2,10,11,114,14,Full Renewal,1,Lower,End Loge,50,No,3,0.779069767,0,0.779069767,0,0.549
2014-2015,4456848,1,Male,80602,15.96896689,2,7,8,114,12,Full New,0,Lower,End Loge,50,No,7,0.941860465,0,0.941860465,0,0.549
2014-2015,1971164,1,Male,80123,9.653536423,2,8,9,114,9,Full COHO,0,Lower,End Loge,35,No,4,0.534883721,0,0.534883721,0,0.549
2014-2015,1683411,1,Female,80027,16.39536776,1,3,3,114,10,Full Renewal,0,Lower,End Loge,50,No,5,0.418604651,0,0.418604651,0,0.549
2014-2015,5081872,1,Male,80221,3.897239425,4,2,5,114,8,Full COHO,0,Lower,End Loge,35,No,7,0.918604651,0,0.918604651,0,0.549
2014-2015,31299865,1,Unknown,80016,19.31679506,2,1,2,114,12,Full COHO,1,Lower,End Loge,35,No,1,0.825581395,0,0.73255814,0.033222591,0.549
2014-2015,1676333,1,Male,80204,1.243302994,8,1,8,114,11,Full COHO,1,Lower,End Loge,35,No,5,0.898255814,0,0.898255814,0,0.549
2014-2015,21102842,0,Female,82633,10,2,5,6,114,13,Full New,0,Lower,End Loge,50,No,0,0.546511628,0,0.546511628,0,0.549
2014-2015,111786,1,Male,80121,9.924124354,2,9,10,116,13,Full Renewal,0,Lower,End Loge,50,No,19,0.682926829,0,0.682926829,0,0.549
2014-2015,21894854,1,Male,80212,2.89908228,5,3,7,116,15,Full New,0,Lower,End Loge,50,No,0,0.874418605,0,0.874418605,0,0.549
2014-2015,9385646,0,Male,80204,1.243302994,14,1,18,116,4,Full Renewal,1,Lower,End Loge,50,Yes,2,0.88538206,0,0.88538206,0,0.549
2014-2015,105593,1,Male,80129,13.86820751,6,3,9,116,8,Full Renewal,1,Lower,End Loge,50,Yes,19,0.891472868,0,0.891472868,0,0.549
2014-2015,1705833,0,Female,80127,16.56325898,8,1,4,116,21,Full New,1,Lower,End Loge,50,No,5,0.88372093,0,0.88372093,0,0.549
2014-2015,141200,1,Male,80206,3.111903246,2,3,4,116,1,Full Renewal,0,Lower,Rinkside (Row 1),196,No,18,0.779069767,0,0.779069767,0,0.549
2014-2015,9231623,1,Male,80223,3.314610037,2,10,11,116,11,Full Expansion,1,Lower,End Loge,50,No,3,0.802325581,0,0.802325581,0,0.549
2014-2015,211508,1,Male,80301,22.77654998,4,5,8,116,5,Full Renewal,0,Lower,End Loge,50,Yes,12,0.959302326,0,0.959302326,0,0.549
2014-2015,21035108,0,Male,80234,11.28597186,2,14,15,116,19,Full New,1,Lower,End Loge,50,No,0,0.825581395,0,0.755813953,0.011627907,0.549
2014-2015,1689855,1,Female,80112,13.93616799,4,4,7,116,6,Full Renewal,0,Lower,End Loge,50,No,5,0.808139535,0,0.808139535,0,0.549
2014-2015,103811,1,Unknown,80111,11.54419147,4,14,17,116,6,Full Renewal,0,Lower,End Loge,50,No,19,0.674418605,0,0.674418605,0,0.549
2014-2015,122467,1,Male,80916,67.05652692,2,12,13,116,4,Full Renewal,0,Lower,End Loge,50,No,19,0.802325581,1,0.802325581,0,0.549
2014-2015,209616,1,Female,82009,10,4,7,10,116,3,Full Renewal,0,Lower,End Loge,50,No,12,0,0,0,0,0.549
2014-2015,120751,1,Male,80113,7.469600965,1,1,1,116,3,Full Renewal,1,Lower,End Loge,50,No,19,0.976744186,0,0.976744186,0,0.549
2014-2015,9177663,1,Male,80031,9.029966673,2,18,19,116,6,Full COHO,1,Lower,End Loge,35,No,3,0.930232558,0,0.930232558,0,0.549
2014-2015,1673160,1,Male,80249,19.50627007,2,11,12,116,14,Full Renewal,1,Lower,End Loge,50,No,5,0.790697674,0,0.790697674,0,0.549
2014-2015,21123008,0,Female,80231,8.640553466,8,1,8,116,17,Full New,1,Lower,End Loge,50,Yes,0,0.886627907,0,0.886627907,0,0.549
2014-2015,9177900,1,Female,80204,1.243302994,4,14,17,116,3,Full KSE,1,Lower,End Loge,29,No,3,0.755813953,0,0.755813953,0,0.549
2014-2015,21105298,1,Female,80631,50.70889891,2,3,4,116,12,Full New,0,Lower,End Loge,50,No,0,0.313953488,0,0.11627907,-0.010465116,0.549
2014-2015,9398445,1,Male,80210,5.49710847,4,5,8,116,1,Full New,0,Lower,Rinkside (Row 1),196,No,2,0.76744186,0,0.76744186,0,0.549
2014-2015,21094511,0,Female,87123,10,6,5,14,116,7,Full New,0,Lower,End Loge,50,No,0,0.879844961,0,0.879844961,0,0.549
2014-2015,211046,1,Male,80221,3.897239425,6,8,13,116,6,Full COHO,0,Lower,End Loge,35,No,12,0.833333333,0,0.833333333,0,0.549
2014-2015,1534872,1,Unknown,80112,13.93616799,2,10,11,116,12,Full New,1,Lower,End Loge,50,No,7,0.88372093,0,0.88372093,0,0.549
2014-2015,8320683,0,Male,34761,10,8,11,18,116,5,Full Renewal,0,Lower,End Loge,50,No,3,0.944767442,0,0.938953488,0.005813953,0.549
2014-2015,5154006,0,Male,60441,10,8,7,11,116,9,Full Renewal,1,Lower,End Loge,50,Yes,6,0.822674419,0,0.822674419,0,0.549
2014-2015,3944488,0,Male,53202,10,36,1,12,116,7,Full Renewal,1,Lower,End Loge,50,Yes,8,0.923126615,0,0.921834625,0.001007752,0.549
2014-2015,1793104,1,Male,80209,3.971141351,2,13,14,116,16,Full New,1,Lower,End Loge,50,No,4,0,0,0,0,0.549
2014-2015,480988,1,Male,80919,56.8790232,4,1,16,116,5,Full Renewal,1,Lower,End Loge,50,Yes,8,0.76744186,1,0.76744186,0,0.549
2014-2015,139110,1,Female,80112,13.93616799,4,1,2,116,8,Full Renewal,1,Lower,End Loge,50,Yes,19,0.837209302,0,0.837209302,0,0.549
2014-2015,8320890,0,Male,80125,16.87307934,2,1,2,116,1,Full Renewal,1,Lower,Rinkside (Row 1),196,No,3,0.965116279,0,0.965116279,0,0.549
2014-2015,115768,1,Male,80207,4.687309525,4,7,8,116,5,Full Renewal,0,Lower,End Loge,50,Yes,19,0,0,0,0,0.549
2014-2015,1659086,1,Male,80111,11.54419147,4,1,20,116,7,Full Renewal,1,Lower,End Loge,50,Yes,5,0.563953488,0,0.563953488,0,0.549
2014-2015,136360,1,Male,80104,32.88330653,4,1,16,116,15,Full Renewal,1,Lower,End Loge,50,Yes,19,0.5,0,0,-0.119700369,0.549
2014-2015,7150607,0,Male,85282,10,12,1,12,116,9,Full Renewal,1,Lower,End Loge,50,Yes,6,0.901162791,0,0.901162791,0,0.549
2014-2015,137955,1,Male,80120,10.97010972,2,1,2,116,6,Full Renewal,1,Lower,End Loge,50,No,19,0.76744186,0,0.76744186,0,0.549
2014-2015,1707508,1,Male,80501,29.83709924,2,1,2,116,12,Full Renewal,1,Lower,End Loge,50,No,5,0,0,0,0,0.549
2014-2015,141662,1,Male,80290,1.159500092,4,3,6,116,3,Full Renewal,0,Lower,End Loge,50,No,14,0.895348837,0,0.895348837,0,0.549
2014-2015,21075711,1,Male,80465,14.89763627,2,3,4,116,20,Full New,0,Lower,End Loge,50,No,0,0,0,0,0,0.549
2014-2015,141112,1,Female,80227,7.299016768,4,1,4,116,7,Full Renewal,1,Lower,End Loge,50,No,17,0.48255814,0,0.48255814,0,0.549
2014-2015,131685,1,Unknown,80915,63.7348897,2,1,2,116,22,Full New,1,Lower,End Loge,50,No,16,0.686046512,0,0.686046512,0,0.549
2014-2015,19524040,1,Male,80202,0.545389681,6,1,9,116,10,Full New,1,Lower,End Loge,50,No,1,0.953488372,0,0.953488372,0,0.549
2014-2015,7518975,1,Female,80524,61.21194946,2,11,12,116,13,Full New,1,Lower,End Loge,50,No,3,0.627906977,0,0,0.078139535,0.549
2014-2015,1772515,1,Female,80013,14.47726424,2,1,2,116,13,Full New,1,Lower,End Loge,50,No,5,0.895348837,0,0.895348837,0,0.549
2014-2015,104526,1,Male,80238,7.369356781,22,1,22,116,2,Full Renewal,1,Lower,End Loge,50,Yes,19,0.908033827,0,0.908033827,0,0.549
2014-2015,306571,1,Female,80221,3.897239425,4,5,8,118,21,Full Renewal,0,Lower,Corner Loge,65,No,11,0.906976744,1,0.906976744,0,0.549
2014-2015,1683083,0,Male,80601,18.67546717,2,1,2,118,22,Full Renewal,1,Lower,Corner Loge,65,No,5,0.546511628,0,0.546511628,0,0.549
2014-2015,1851527,0,Male,80221,3.897239425,2,1,2,118,20,Full New,1,Lower,Corner Loge,65,No,4,0.802325581,0,0.802325581,0,0.549
2014-2015,9239851,0,Female,80127,16.56325898,2,3,4,118,10,Full COHO,0,Lower,Corner Loge,35,No,0,1,0,1,0,0.549
2014-2015,1679551,1,Male,80121,9.924124354,2,18,19,118,20,Full Renewal,1,Lower,Corner Loge,65,No,5,0.906976744,0,0.906976744,0,0.549
2014-2015,9338708,0,Male,11230,10,12,3,10,120,5,Full New,0,Lower,Corner Loge,65,Yes,2,0.947674419,0,0.947674419,0,0.549
2014-2015,120003,1,Male,80634,46.18309459,4,1,4,120,13,Full Renewal,1,Lower,Corner Loge,65,No,19,0.703488372,1,0.703488372,0,0.549
2014-2015,21540055,0,Male,85083,10,2,17,18,120,4,Full New,0,Lower,Corner Loge,65,No,0,0.872093023,0,0.872093023,0,0.549
2014-2015,4044792,1,Female,80113,7.469600965,4,4,7,120,2,Full Renewal,0,Lower,Corner Loge,65,No,7,0.813953488,0,0.813953488,0,0.549
2014-2015,8118987,0,Female,6074,10,30,1,17,120,14,Full Renewal,1,Lower,Corner Loge,65,Yes,3,0.930232558,1,0.930232558,0,0.549
2014-2015,238618,1,Female,80226,4.900749515,1,3,3,120,2,Full Renewal,0,Lower,Corner Loge,65,No,12,0,0,0,0,0.549
2014-2015,8969006,0,Male,60607,10,30,1,16,120,8,Full Renewal,1,Lower,Corner Loge,65,Yes,3,0.92248062,0,0.920930233,0.001092319,0.549
2014-2015,23370014,1,Male,80202,0.545389681,2,1,26,120,18,Full New,1,Lower,Corner Loge,65,No,0,0.930232558,0,0.930232558,0,0.549
2014-2015,21102508,0,Male,80247,7.920960533,2,10,11,120,12,Full New,0,Lower,Corner Loge,65,No,0,0.581395349,0,0.581395349,0,0.549
2014-2015,8394016,0,Male,80202,0.545389681,4,1,4,120,12,Full Renewal,1,Lower,Corner Loge,65,No,3,0.662790698,1,0.662790698,0,0.549
2014-2015,2331287,0,Male,80401,12.11791161,8,1,8,120,4,Full New,0,Lower,Corner Loge,65,No,4,0.828488372,0,0.828488372,0,0.549
2014-2015,220825,1,Male,80524,61.21194946,4,5,24,120,6,Full Renewal,0,Lower,Corner Loge,65,Yes,12,0.325581395,0,0.325581395,0,0.549
2014-2015,19779561,1,Male,80113,7.469600965,3,6,26,120,18,Full New,1,Lower,Corner Loge,65,Yes,1,0.88172043,0,0.88172043,0,0.549
2014-2015,135865,1,Female,80003,5.756072524,6,1,14,120,1,Full Renewal,0,Lower,Rinkside (Row 1),196,Yes,19,0.930232558,0,0.930232558,0,0.549
2014-2015,151754,1,Male,80202,0.545389681,4,13,16,120,3,Full Renewal,0,Lower,Corner Loge,65,No,19,0.738372093,0,0.552325581,-0.08568873,0.549
2014-2015,8093997,1,Female,80249,19.50627007,2,18,19,120,12,Full New,0,Lower,Corner Loge,65,No,3,0.093023256,0,0.023255814,0.02862254,0.549
2014-2015,9183882,1,Male,80210,5.49710847,4,5,8,120,3,Full Renewal,0,Lower,Corner Loge,65,No,3,0.825581395,0,0.825581395,0,0.549
2014-2015,1683058,0,Male,8009,10,4,9,12,120,3,Full Renewal,1,Lower,Corner Loge,65,No,5,0.906976744,0,0.906976744,0,0.549
2014-2015,1970801,0,Male,80631,50.70889891,4,19,22,120,15,Full COHO,0,Lower,Corner Loge,35,No,4,0.476744186,0,0.476744186,0,0.549
2014-2015,305201,1,Male,80237,9.296555447,4,1,4,120,3,Full Renewal,0,Lower,Corner Loge,65,No,11,0.965116279,0,0.965116279,0,0.549
2014-2015,9257857,0,Male,63146,10,4,7,17,120,12,Full Renewal,0,Lower,Corner Loge,65,Yes,2,0.906976744,0,0.906976744,0,0.549
2014-2015,130607,1,Male,80016,19.31679506,2,26,27,120,7,Full COHO,1,Lower,Corner Loge,35,No,15,0.11627907,0,0,0.112956811,0.549
2014-2015,23524860,1,Male,80237,9.296555447,2,20,22,120,14,Full New,0,Lower,Corner Loge,65,No,0,0.166666667,0,0,-0.042124542,0.549
2014-2015,21122912,0,Male,81652,10,2,15,16,120,4,Full New,0,Lower,Corner Loge,65,No,0,0.895348837,0,0.895348837,0,0.549
2014-2015,9174144,1,Male,80212,2.89908228,2,22,23,120,7,Full COHO,0,Lower,Corner Loge,35,No,3,0.976744186,0,0.976744186,0,0.549
2014-2015,1566478,1,Female,80212,2.89908228,4,1,2,120,6,Full COHO,0,Lower,Corner Loge,35,No,6,0.040697674,0,0,0.093023256,0.549
2014-2015,20425614,1,Unknown,45056,10,2,3,4,120,5,Full Renewal,0,Lower,Corner Loge,65,No,1,0.860465116,0,0.813953488,-0.00608229,0.549
2014-2015,214918,1,Female,80003,5.756072524,2,25,26,120,19,Full Renewal,1,Lower,Corner Loge,65,No,12,1,0,1,0,0.549
2014-2015,224620,1,Male,80246,5.210518477,2,1,2,120,2,Full Renewal,0,Lower,Corner Loge,65,No,12,0.755813953,1,0.755813953,0,0.549
2014-2015,6778399,1,Female,80004,7.583891362,6,1,20,120,4,Full Renewal,1,Lower,Corner Loge,65,Yes,6,0.88372093,0,0.88372093,0,0.549
2014-2015,2110339,1,Female,80135,34.27988027,2,10,11,122,10,Full New,0,Lower,Corner Loge,65,No,4,0.976744186,0,0.976744186,0,0.549
2014-2015,116010,1,Male,80127,16.56325898,2,17,18,122,22,Full New,1,Lower,Corner Loge,65,No,19,0.686046512,0,0.686046512,0,0.549
2014-2015,143323,1,Female,80011,11.75385035,8,11,18,122,18,Full Renewal,1,Lower,Corner Loge,65,Yes,15,0.837209302,0,0.837209302,0,0.549
2014-2015,7036566,1,Male,80403,18.43365062,4,15,18,122,16,Full Renewal,1,Lower,Corner Loge,65,No,6,0.88372093,0,0.88372093,0,0.549
2014-2015,22165097,1,Female,80237,9.296555447,4,1,4,122,18,Full New,1,Lower,Corner Loge,65,No,0,0.76744186,0,0.76744186,0,0.549
2014-2015,9326531,1,Male,80233,10.95151361,2,1,2,122,9,Full New,1,Lower,Corner Loge,65,No,2,0.441860465,0,0,0.179785331,0.549
2014-2015,2648983,0,Male,30004,10,8,3,12,122,2,Full Renewal,0,Lower,Corner Loge,65,Yes,4,0.947674419,0,0.947674419,0,0.549
2014-2015,18069003,0,Male,11096,10,4,3,10,122,2,Full Renewal,0,Lower,Corner Loge,65,Yes,1,0.953488372,0,0.953488372,0,0.549
2014-2015,9397306,0,Male,10901,10,12,1,15,122,2,Full Renewal,1,Lower,Corner Loge,65,Yes,2,0.926356589,0,0.926356589,0,0.549
