season_year,contact_id,renewed,Gender,zip,distance,number_of_tix,seat_start,seat_end,section,row,pricecode_desc,aisle,general_location,priceleveldesc,purchase_price_notax,multiple_locations,tenure,percent_total_used,paid_in_full,percent_personally_used,flash_profit_loss,season_performance
2018-2019,24774911,1,Male,80200,10,2,1,2,246,2,FC 1 Team Renewal Special,1,Club,Attack Twice Club Level End #,70,No,2,0.7954,0,0.7954,,0.5232
2018-2019,12649112,1,Male,80104,32.8838,4,13,16,146,19,Full COHO,0,Lower,Lower Level Side #,66,No,2,0.9147,0,0.8238,0.5871,0.5232
2018-2019,47439875,0,Male,80504,31.1394,2,1,2,110,14,Full Renewal,1,Lower,Attack Once Lower Level End #,55,No,2,0.8863,0,0.8863,,0.5232
2018-2019,2435084,1,Male,80205,2.1536,2,9,10,128,2,Full Renewal,0,Lower,Attack Twice Rinkside End  (2-7) #,99,No,8,0.9318,0,0.9318,,0.5232
2018-2019,1624836,1,Male,80205,2.1536,4,1,4,146,13,Full Renewal,1,Lower,Lower Level Side #,75,No,3,0.892,0,0.892,,0.5232
2018-2019,219494,1,Male,80027,17.2317,2,1,2,256,1,FC 1 Team Renewal,1,Club,Attack Twice Club Level End #,80,No,2,1,0,1,,0.5232
2018-2019,26169873,1,Male,78723,10,2,13,14,328,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.8863,0,0.8863,,0.5232
2018-2019,220825,1,Male,80524,65.6375,2,1,2,310,12,Full Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,16,0.8977,0,0.0909,0.9723,0.5232
2018-2019,33019930,1,Female,80403,15.9581,2,1,2,146,10,Full Renewal,1,Lower,Lower Level Side #,75,No,3,0.9545,0,0.9545,,0.5232
2018-2019,1639421,1,Female,80120,10.2595,1,15,15,343,3,Full New,0,Upper,Center Balcony #,65,No,2,0.9545,0,0.9318,-0.2307,0.5232
2018-2019,258376,1,Male,80204,0.8884,2,7,8,102,8,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,16,0.9318,0,0.9318,,0.5232
2018-2019,22559878,0,Male,80202,0.4197,2,1,2,144,4,Full Renewal,1,Lower,Attack Twice Rinkside End  (2-7) #,99,No,4,1,0,0.7954,-0.175,0.5232
2018-2019,21010152,1,Male,80134,20.4247,4,1,4,310,15,Full Promo,1,Upper,Upper Level Ice Breaker #,12.18,Yes,1,0.9829,0,0.9829,,0.5232
2018-2019,470690,1,Male,80011,11.6667,4,5,8,142,17,Full Renewal,0,Lower,Attack Twice Lower Level End #,65,No,13,0.7443,0,0.7443,,0.5232
2018-2019,344861,1,Male,80238,7.1338,4,11,14,232,1,Full Club 1,0,Club,Club Level Center #,140,No,14,0.8352,0,0.8352,,0.5232
2018-2019,110246,1,Male,80228,8.5952,2,12,13,313,1,Full Renewal,0,Upper,Attack Once End Balcony #,42,No,23,0.6022,0,0.6022,,0.5232
2018-2019,21095710,0,Male,80525,53.22,2,11,12,320,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.8409,0,0.7727,2.0377,0.5232
2018-2019,21814876,1,Male,80104,32.8838,2,3,4,369,1,Full Expansion,0,Upper,Attack Twice End Balcony #,48,No,2,0.7613,0,0.7386,-0.1666,0.5232
2018-2019,49518161,1,Male,80439,21.1677,2,13,14,334,7,Full New 2,0,Upper,Attack Once Upper Level End #,21,No,1,0.875,0,0.8522,-0.2857,0.5232
2018-2019,91647665,1,Male,none ,,1,10,10,318,12,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9772,0,0.7727,1.8781,0.5232
2018-2019,35324956,1,Male,80223,4.0704,6,5,10,320,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.4015,0,0.4015,,0.5232
2018-2019,2456413,1,Male,80015,15.0384,2,3,4,358,6,Full New,0,Upper,Attack Twice Upper Level End #,22,No,1,0.8522,0,0.5454,0.4367,0.5232
2018-2019,97583096,1,Male,80301,23.4025,4,5,8,122,8,Full New 2,0,Lower,Lower Level Side #,81,No,1,0.9431,0,0.9431,,0.5232
2018-2019,80053428,1,Female,none ,,4,9,12,316,15,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9488,0,0.9488,,0.5232
2018-2019,19394004,1,Male,80112,14.9465,4,11,14,102,14,Full New 2,0,Lower,Lower Level Center (8-22) #,105,No,1,0.909,0,0.909,,0.5232
2018-2019,128220,1,Male,80129,14.3986,2,3,4,138,12,Full Renewal,0,Lower,Attack Twice Lower Level End #,65,No,22,0.7954,0,0.7954,,0.5232
2018-2019,48625923,1,Male,80501,29.3934,3,3,5,314,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.909,0,0.909,,0.5232
2018-2019,97582686,0,Female,80514,21.6951,2,8,9,320,15,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9545,0,0.5,0.5656,0.5232
2018-2019,34394852,1,Female,80019,15.9969,2,1,2,108,13,Full New 2,1,Lower,Attack Once Lower Level End #,61,No,1,0.9545,0,0.909,0.5573,0.5232
2018-2019,47362275,1,Male,80921,51.9709,4,5,8,122,4,Full Renewal,0,Lower,Attack Once Rinkside End (2-7) #,75,No,2,1,0,1,,0.5232
2018-2019,1672849,1,Male,80112,14.9465,10,1,11,134,11,Full COHO,1,Lower,Attack Twice Lower Level End #,56,Yes,9,0.9272,0,0.9272,,0.5232
2018-2019,9311341,1,Male,80403,15.9581,2,7,8,330,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9318,0,0.6022,0.9064,0.5232
2018-2019,9212211,1,Male,80121,9.9009,2,9,10,102,8,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,7,0.5681,0,0.5681,,0.5232
2018-2019,20996809,1,Male,80516,22.1769,2,1,2,256,2,FC 1 Team Renewal,1,Club,Attack Twice Club Level End #,80,No,5,0.7272,0,0.7272,,0.5232
2018-2019,9326531,0,Male,80233,11.0422,2,1,2,342,5,Full Renewal,1,Upper,Upper Level Center #,30,No,6,1,0,0.1363,0.2894,0.5232
2018-2019,27754881,1,Male,80206,3.333,1,4,4,128,11,Full Renewal,0,Lower,Lower Level Side #,75,No,3,0.9545,0,0.9545,,0.5232
2018-2019,1789926,1,Female,80018,17.404,2,15,16,302,9,Full Renewal,0,Upper,Upper Level Center #,30,No,8,0.8863,0,0.8863,,0.5232
2018-2019,48857485,1,Male,80013,14.0676,2,4,5,316,6,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,2,0.8636,0,0.7727,0.3815,0.5232
2018-2019,1559088,1,Male,80202,0.4197,1,12,12,380,6,Full Renewal,0,Upper,Upper Level Center #,30,No,10,0.8181,0,0.7954,0.8333,0.5232
2018-2019,362715,1,Male,80002,5.6803,4,1,4,128,1,Full Renewal,1,Lower,Club Lexus Glass #,300,No,14,0.8238,0,0.8238,,0.5232
2018-2019,9345001,1,Female,80202,0.4197,2,1,2,116,5,Full COHO,1,Lower,Attack Once Rinkside End (2-7) #,66,No,6,0.9772,0,0.9772,,0.5232
2018-2019,52227664,1,Male,80033,5.1296,2,7,8,230,1,Full COHO Club,0,Club,Club Level Center #,91,No,1,0.9886,0,0.534,0.1448,0.5232
2018-2019,134798,1,Male,80601,17.7445,2,13,14,148,8,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,23,0.9318,0,0.9318,,0.5232
2018-2019,131850,1,Unknown,80203,1.9598,2,3,4,367,2WC,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,18,0.8522,0,0.8522,,0.5232
2018-2019,305201,1,Male,80237,9.1297,2,1,2,108,4,Full COHO,1,Lower,Attack Once Rinkside End (2-7) #,66,No,15,0.9772,0,0.9772,,0.5232
2018-2019,101347,1,Male,80919,56.7726,2,17,18,146,4,Full Renewal,1,Lower,Attack Twice Rinkside End  (2-7) #,99,No,23,0.9318,0,0.8636,-0.3265,0.5232
2018-2019,21096611,1,Female,80247,7.9176,1,6,6,136,9,Full Renewal,0,Lower,Attack Twice Lower Level End #,65,No,3,0.8636,0,0.8181,-0.1153,0.5232
2018-2019,9196323,0,Male,80602,15.476,2,1,2,140,8,Full Expansion,1,Lower,Attack Twice Lower Level End #,65,No,3,0.9318,0,0.3863,0.3237,0.5232
2018-2019,221111,1,Male,80401,10.7814,2,1,2,138,8,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,16,0.75,0,0.6818,0.0764,0.5232
2018-2019,36015104,0,Male,80403,15.9581,1,3,3,116,8,Full New,0,Lower,Attack Once Lower Level End #,55,No,1,0.9318,0,0.8409,0.2045,0.5232
2018-2019,2413984,0,Male,80218,2.3867,2,11,12,312,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9886,0,0.9886,,0.5232
2018-2019,144544,1,Male,80202,0.4197,4,7,10,260,1,Full Club 1,0,Club,Club Level Center #,140,No,19,0.9545,0,0.9545,,0.5232
2018-2019,104603,1,Male,80202,0.4197,2,9,10,148,13,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,23,0.7613,0,0.7613,,0.5232
2018-2019,120883,1,Male,80111,10.9968,2,19,20,341,1,Full Renewal,1,Upper,Center Balcony #,65,No,23,0.909,0,0.7954,0.1876,0.5232
2018-2019,25629881,1,Male,80111,10.9968,4,17,20,130,12,Full Renewal 2,1,Lower,Attack Twice Lower Level End #,69,No,3,0.8863,0,0.8863,,0.5232
2018-2019,110510,1,Female,80124,15.9277,2,4,5,373,1,Full Renewal,0,Upper,Attack Twice End Balcony #,48,No,23,0.8409,0,0.8409,,0.5232
2018-2019,107367664,0,Male,80012,9.5449,2,14,15,250,2,FC 1 Team New 2,1,Club,Attack Twice Club Level End #,82,No,1,0.9634,0,0.9634,,0.5232
2018-2019,14739033,0,Male,80130,15.9625,1,20,20,342,4,Full Renewal,1,Upper,Upper Level Center #,30,No,2,0.8636,0,0.2272,0.4523,0.5232
2018-2019,20984546,1,Male,80226,5.1331,2,12,13,132,13,Full Expansion,1,Lower,Attack Twice Lower Level End #,65,No,2,0.9545,0,0.9318,0.0769,0.5232
2018-2019,1647438,1,Female,80439,21.1677,4,1,4,327,1,Full New COHO 38A,1,Upper,Attack Once End Balcony #,38.73,No,1,0.9634,0,0.5182,0.2001,0.5232
2018-2019,9190234,1,Unknown,80422,33.1925,10,1,16,240,3,FC 1 Team Special 1,1,Club,Attack Twice Club Level End #,105,Yes,7,0.8318,0,0.8318,,0.5232
2018-2019,126053,1,Unknown,80138,23.7459,2,17,18,124,8,Full Renewal,1,Lower,Lower Level Center (8-22) #,99,No,22,0.8863,0,0.8181,0.5319,0.5232
2018-2019,5624577,1,Female,80234,11.129,2,9,10,360,4,Full Renewal,1,Upper,Attack Twice Upper Level End #,22,No,10,0.9886,0,0.9886,,0.5232
2018-2019,21103548,1,Female,80202,0.4197,4,5,8,308,13,Full Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,4,0.9943,0,0.9943,,0.5232
2018-2019,325487,1,Female,80127,17.8502,2,3,4,102,8,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,19,0.8863,0,0.8863,,0.5232
2018-2019,1716968,1,Female,80241,12.7628,2,9,10,368,6,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,3,0.784,0,0.534,0.1363,0.5232
2018-2019,8164863,1,Male,80217,10,4,1,4,132,10,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,9,0.8181,0,0.8181,,0.5232
2018-2019,221023,1,Male,80922,61.4895,1,1,1,303,2,Full Renewal,1,Upper,Center Balcony #,65,No,16,0.909,0,0.909,,0.5232
2018-2019,344879,0,Male,80031,9.2201,2,7,8,340,6,Full Renewal,0,Upper,Upper Level Center #,30,No,14,0.909,0,0.8636,0.3333,0.5232
2018-2019,2381460,1,Female,80202,0.4197,4,15,18,146,1,Full Renewal,1,Lower,Club Lexus Glass #,300,No,8,0.9318,0,0.9318,,0.5232
2018-2019,477208,1,Male,80123,9.9667,2,7,8,357,2WC,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,12,0.9886,0,0.9659,0.0526,0.5232
2018-2019,9239498,1,Male,80921,51.9709,2,5,12,110,5,Full Renewal,0,Lower,Attack Once Rinkside End (2-7) #,75,No,7,0.8636,0,0.4772,0.1517,0.5232
2018-2019,49725117,0,Female,82072,10,1,18,18,122,21,Full New 2,1,Lower,Lower Level Side #,81,No,1,0.159,0,0,-0.1446,0.5232
2018-2019,48845029,1,Male,80209,3.0505,4,14,17,342,7,Full New 2,0,Upper,Upper Level Center #,32,No,1,0.9204,0,0.9204,,0.5232
2018-2019,49582130,1,Male,80204,0.8884,4,9,10,312,14,Full Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.8977,0,0.8977,,0.5232
2018-2019,130013,1,Male,80238,7.1338,2,7,8,362,6,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,21,0.8863,0,0.8863,,0.5232
2018-2019,48985172,1,Male,80516,22.1769,2,15,16,254,4,FC 1 Team New 2,1,Club,Attack Twice Club Level End #,82,No,1,1,0,0.5909,0.2438,0.5232
2018-2019,120311,1,Male,80234,11.129,4,7,10,148,9,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,23,0.7215,0,0.7215,,0.5232
2018-2019,106869,1,Female,80007,14.0583,2,25,26,144,18,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,23,0.7045,0,0.6363,0.3846,0.5232
2018-2019,25614910,1,Male,80205,2.1536,2,1,2,130,12,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,3,0.8863,0,0.75,0.3333,0.5232
2018-2019,1748641,1,Male,80013,14.0676,1,16,16,144,20WC,Full New,0,Lower,Attack Twice Lower Level End #,65,No,9,0.7045,0,0.6363,-0.0923,0.5232
2018-2019,153107,1,Male,80601,17.7445,2,13,14,317,2WC,Full Renewal,1,Upper,Attack Once Upper Level End #,19,No,23,0.8636,0,0.8636,,0.5232
2018-2019,2301463,1,Male,80011,11.6667,4,15,18,228,1,Full Club 1,1,Club,Club Level Side #,125,No,8,0.8295,0,0.8295,,0.5232
2018-2019,39914933,1,Male,80303,18.9875,4,8,12,332,9,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,2,0.9545,0,0.9545,,0.5232
2018-2019,16199020,1,Male,80907,60.7659,8,10,16,122,3,Full Additionals,0,Lower,Attack Once Rinkside End (2-7) #,75,Yes,5,0.9232,0,0.9232,,0.5232
2018-2019,45020204,1,Female,80202,0.4197,2,7,8,368,6,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,2,0.8409,0,0.7045,0.7159,0.5232
2018-2019,1504913,1,Male,80516,22.1769,2,15,16,350,6,Full Renewal,1,Upper,Attack Twice Upper Level End #,22,No,11,0.909,0,0.1136,0.4629,0.5232
2018-2019,9214523,0,Unknown,82009,10,2,9,10,138,12,Full New 2,1,Lower,Attack Twice Lower Level End #,69,No,1,0.8977,0,0.8181,-0.0372,0.5232
2018-2019,49701956,1,Male,80108,22.2594,2,3,4,146,8,Full New 2,0,Lower,Lower Level Side #,81,No,2,0.9318,0,0.9318,,0.5232
2018-2019,31964914,1,Male,59932,10,4,13,16,128,12,Full Renewal,0,Lower,Lower Level Side #,75,No,3,0.9545,0,0.9545,,0.5232
2018-2019,19904123,1,Male,80013,14.0676,2,21,22,362,7,Full New,1,Upper,Attack Twice Upper Level End #,22,No,2,0.7045,0,0.5227,0.6761,0.5232
2018-2019,49230724,1,Male,78738,10,2,17,18,148,5,Full New,1,Lower,Club Lexus Bench #,210,No,2,0.8409,0,0.8409,,0.5232
2018-2019,116417,1,Female,80002,5.6803,2,15,16,375,1,Full Renewal,0,Upper,Attack Twice End Balcony #,48,No,23,0.8863,0,0.8863,,0.5232
2018-2019,24925544,1,Male,80210,5.378,4,3,6,322,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.7897,0,0.1988,1.1548,0.5232
2018-2019,98832665,1,Unknown,80014,10.3956,2,13,14,332,7,Full New 2,0,Upper,Attack Once Upper Level End #,21,No,1,0.9318,0,0.9318,,0.5232
2018-2019,21069217,1,Male,80134,20.4247,4,12,15,240,1,Full COHO Club,1,Club,Attack Twice Club Level End #,71,No,4,0.9545,0,0.8636,0.7213,0.5232
2018-2019,1517156,1,Female,80014,10.3956,3,1,3,376,6,Full COHO,1,Upper,Attack Twice Upper Level End #,17.5,No,3,0.7651,0,0.4924,0.949,0.5232
2018-2019,17439057,1,Female,80026,19.3498,2,9,10,374,7,Full New 2,0,Upper,Attack Twice Upper Level End #,24,No,1,0.9545,0,0.7045,0.1931,0.5232
2018-2019,12834100,1,Male,75205,10,4,1,4,120,11,Full New 2,1,Lower,Attack Once Lower Level End #,61,No,1,0.9431,0,0.9431,,0.5232
2018-2019,1692285,1,Female,80127,17.8502,2,15,16,316,6,Full New,1,Upper,Attack Once Upper Level End #,19,No,1,0.9545,0,0.9318,0.3157,0.5232
2018-2019,2299933,1,Male,80044,10,4,11,14,328,15,Full Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,8,1,0,0.1363,1.0578,0.5232
2018-2019,1685611,1,Male,80011,11.6667,4,3,6,108,7,Full COHO,1,Lower,Attack Once Rinkside End (2-7) #,66,No,9,0.8522,0,0.8522,,0.5232
2018-2019,457366,1,Male,80134,20.4247,2,9,10,134,1,Full Renewal,0,Lower,Club Lexus Glass #,300,No,13,0.9318,0,0.9318,,0.5232
2018-2019,19779149,1,Male,22124,10,8,5,12,128,12,Full Renewal,0,Lower,Lower Level Side #,75,No,5,0.9517,0,0.9517,,0.5232
2018-2019,9437457,1,Male,80482,10,2,11,12,124,13,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,2,0.9545,0,0.8295,-0.2653,0.5232
2018-2019,4770024,1,Female,80241,12.7628,2,13,14,380,6,Full Renewal,0,Upper,Upper Level Center #,30,No,11,0.875,0,0.7727,0.5185,0.5232
2018-2019,6883421,1,Female,80150,10,2,8,9,112,8,Full Renewal,1,Lower,Attack Once Lower Level End #,55,No,10,0.9204,0,0.9204,,0.5232
2018-2019,49532450,0,Male,80109,31.4852,4,1,4,363,1,Full New,1,Upper,Attack Twice End Balcony #,48,No,2,0.7954,1,0.659,-0.184,0.5232
2018-2019,49551237,1,Female,80123,9.9667,1,6,16,126,8,Full New 2,0,Lower,Lower Level Center (8-22) #,105,Yes,1,0.9772,0,0.9318,0.7968,0.5232
2018-2019,1892009,1,Male,80228,8.5952,2,15,16,324,14,Full New Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,1,0.7045,0,0.7045,,0.5232
2018-2019,9368009,1,Male,80110,6.8104,1,15,15,256,1,FC 1 Team Renewal,1,Club,Attack Twice Club Level End #,80,No,6,0.7954,0,0.7954,,0.5232
2018-2019,3764314,1,Male,80203,1.9598,2,1,2,359,1,Full New 2,1,Upper,Attack Twice End Balcony #,52,No,3,0.909,0,0.909,,0.5232
2018-2019,1972382,1,Male,80212,2.6893,2,17,18,128,13,Full New,1,Lower,Lower Level Side #,75,No,2,0.8977,0,0.8977,,0.5232
2018-2019,13764239,1,Unknown,80006,10,4,1,5,138,15,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,Yes,5,0.6931,0,0.6931,,0.5232
2018-2019,49230464,0,Male,80205,2.1536,2,15,16,326,15,Full New Promo,0,Upper,Upper Level Ice Breaker #,0,No,1,0.909,0,0.5,1.2115,0.5232
2018-2019,15579059,1,Male,80401,10.7814,6,3,16,126,3,Full Renewal,0,Lower,Rinkside Center (2-7) #,115,No,5,0.9469,0,0.9469,,0.5232
2018-2019,201855,1,Male,80134,20.4247,6,1,10,124,1,Full Renewal,1,Lower,Club Lexus Glass #,300,No,17,0.9848,0,0.9848,,0.5232
2018-2019,121081,1,Male,80204,0.8884,6,15,18,126,1,Full Renewal,1,Lower,Club Lexus Glass #,300,Yes,23,0.8257,0,0.8257,,0.5232
2018-2019,33440240,1,Male,80227,7.8511,2,9,10,346,6,Full Renewal,0,Upper,Upper Level Center #,30,No,3,0.8636,0,0.7954,0.4044,0.5232
2018-2019,49536265,0,Male,80220,5.3612,2,19,20,341,3,Full New,1,Upper,Center Balcony #,65,No,2,0.8068,0,0.375,0.008,0.5232
2018-2019,103723,1,Female,80123,9.9667,2,11,12,102,5,Full Expansion,0,Lower,Club Lexus Bench #,210,No,2,0.9772,0,0.9772,,0.5232
2018-2019,66912664,0,Female,80108,22.2594,2,9,10,104,15,Full New 2,0,Lower,Lower Level Side #,81,No,1,0.9318,0,0.5454,-0.0392,0.5232
2018-2019,47584960,1,Male,80005,9.1955,2,7,8,364,4,Full Expansion,0,Upper,Attack Twice Upper Level End #,22,No,2,0.909,0,0.909,,0.5232
2018-2019,119233,1,Female,80202,0.4197,4,1,4,128,13,Full Renewal,1,Lower,Lower Level Side #,75,No,23,0.8863,0,0.8863,,0.5232
2018-2019,211046,1,Male,80221,4.9205,6,3,8,218,1,Full COHO Club,0,Club,Attack Once Club Level End #,61,No,16,0.8522,0,0.8522,,0.5232
2018-2019,113194,1,Male,80465,14.5033,2,17,18,124,6,Full Renewal,1,Lower,Rinkside Center (2-7) #,115,No,23,0.6704,0,0.6704,,0.5232
2018-2019,110389,1,Male,80246,5.3313,2,11,12,343,3,Full Renewal,0,Upper,Center Balcony #,65,No,23,1,0,1,,0.5232
2018-2019,108552,1,Male,80004,7.3226,2,1,2,316,8,Full Renewal,1,Upper,Attack Once Upper Level End #,19,No,23,0.909,0,0.909,,0.5232
2018-2019,218130,1,Male,80129,14.3986,2,11,12,334,6,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,16,0.7954,0,0.7954,,0.5232
2018-2019,21013101,0,Male,80123,9.9667,4,6,16,226,3,Season Additional - Full,1,Club,Attack Once Club Level End #,81,Yes,1,0.9166,0,0.7708,0.5963,0.5232
2018-2019,1832058,1,Male,80401,10.7814,2,17,18,344,6,Full Renewal,0,Upper,Upper Level Center #,30,No,3,0.7727,0,0.7727,,0.5232
2018-2019,1692510,1,Male,80207,4.7347,2,1,2,210,1,FC 1 Team Renewal,1,Club,Attack Once Club Level End #,70,No,9,0.8636,0,0.8636,,0.5232
2018-2019,20989495,1,Female,80021,12.027,2,5,6,372,6,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,5,0.8636,0,0.7954,0.2121,0.5232
2018-2019,296665,1,Male,80129,14.3986,2,14,15,210,1,FC 1 Team Renewal,1,Club,Attack Once Club Level End #,70,No,15,0.9772,0,0.9772,,0.5232
2018-2019,119156,1,Male,80016,17.5762,1,18,18,146,7,Full Renewal,1,Lower,Attack Twice Rinkside End  (2-7) #,99,No,23,0.7727,0,0.7727,,0.5232
2018-2019,21089084,1,Male,80212,2.6893,4,14,17,310,15,Full New Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9431,0,0.1534,1.1582,0.5232
2018-2019,12004005,0,Female,80237,9.1297,2,9,10,334,7,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,3,0.8636,0,0.5227,0.3543,0.5232
2018-2019,7432815,1,Male,80210,5.378,2,1,2,138,16,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,10,0.8977,0,0.8977,,0.5232
2018-2019,101435,1,Male,80134,20.4247,4,1,4,126,22,Full Additionals 2,1,Lower,Lower Level Center (8-22) #,105,No,23,0.9431,0,0.9431,,0.5232
2018-2019,47390566,1,Male,6119,10,2,1,2,126,10,Full Renewal,1,Lower,Lower Level Center (8-22) #,99,No,2,0.9318,0,0.0681,0.232,0.5232
2018-2019,108167,1,Unknown,80123,9.9667,2,1,2,148,2,Full Renewal,1,Lower,Club Lexus Bench #,210,No,23,0.9204,0,0.8068,0.1047,0.5232
2018-2019,1847889,1,Male,80204,0.8884,2,15,16,146,2,Full Renewal,0,Lower,Attack Twice Rinkside End  (2-7) #,99,No,2,0.9318,0,0.8409,0.159,0.5232
2018-2019,135447,1,Male,80015,15.0384,2,10,11,132,11,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,23,0.9318,0,0.9318,,0.5232
2018-2019,1766080,1,Male,80121,9.9009,2,1,2,302,10,Full COHO - 31 Game Special,1,Upper,Upper Level Center #,23.5,No,2,0.8636,0,0.6818,0.6724,0.5232
2018-2019,4604026,1,Male,80229,7.6336,2,10,11,240,1,FC 1 Team Renewal,0,Club,Attack Twice Club Level End #,80,No,7,0.7386,0,0.7386,,0.5232
2018-2019,142355,1,Female,80026,19.3498,2,17,18,146,9,Full Renewal,1,Lower,Lower Level Side #,75,No,18,0.9545,0,0.9545,,0.5232
2018-2019,9385854,1,Male,80207,4.7347,3,1,3,142,1,Full Expansion,1,Lower,Club Lexus Glass #,300,No,2,0.9469,0,0.9469,,0.5232
2018-2019,30484851,0,Female,80005,9.1955,2,1,2,118,20,Full New Promo,1,Lower,Lower Level Ice Breaker #,48.75,No,1,0.9772,0,0.9545,0.641,0.5232
2018-2019,49675298,1,Male,80222,6.828,4,11,14,316,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9886,0,0.9886,,0.5232
2018-2019,45174909,1,Female,80205,2.1536,1,3,3,120,2,Full Renewal,0,Lower,Attack Once Rinkside End (2-7) #,75,No,2,0.8863,0,0.7272,0.5619,0.5232
2018-2019,53394689,1,Unknown,80138,23.7459,2,1,2,126,20,Full New 2,1,Lower,Lower Level Center (8-22) #,105,No,1,0.9318,0,0.909,0.1428,0.5232
2018-2019,38904982,1,Male,80204,0.8884,6,5,10,322,6,Full New 2,1,Upper,Attack Once Upper Level End #,21,Yes,2,0.8901,0,0.2765,1.056,0.5232
2018-2019,80053467,0,Male,80003,6.2617,4,3,6,320,15,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.784,0,0.4772,1.0221,0.5232
2018-2019,47503451,1,Male,80111,10.9968,2,5,6,312,12,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,1,0,0.9772,0.642,0.5232
2018-2019,22319952,1,Male,80501,29.3934,2,1,2,376,5,Full Renewal,1,Upper,Attack Twice Upper Level End #,22,No,2,0.9545,0,0.8181,0.4015,0.5232
2018-2019,48845782,1,Male,80018,17.404,2,1,2,322,8,Full Renewal,1,Upper,Attack Once Upper Level End #,19,No,2,0.8522,0,0.7613,0.3552,0.5232
2018-2019,1639844,1,Male,80246,5.3313,2,13,14,246,3,FC 1 Team Renewal Special,1,Club,Attack Twice Club Level End #,70,No,9,0.8863,0,0.8863,,0.5232
2018-2019,46130320,1,Female,80236,6.9122,2,12,13,144,9,Full New,0,Lower,Attack Twice Lower Level End #,65,No,2,0.9545,0,0.8409,0.3846,0.5232
2018-2019,31094871,1,Unknown,80007,14.0583,1,11,11,350,9,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,3,0.9318,0,0.3863,0.2121,0.5232
2018-2019,101202665,1,Male,80226,5.1331,2,1,2,146,16,Full New 2,1,Lower,Lower Level Side #,81,No,1,0.9883,0,0.9883,,0.5232
2018-2019,334565,1,Male,80401,10.7814,2,3,4,144,20WC,Full New,0,Lower,Attack Twice Lower Level End #,65,No,2,0.9318,0,0.9318,,0.5232
2018-2019,133896,1,Female,80215,5.4813,2,5,13,114,20,Full Renewal,1,Lower,Lower Level Ice Breaker #,55,Yes,22,0.8181,0,0.8181,,0.5232
2018-2019,26999869,1,Female,80640,11.3234,9,3,18,324,8,Season Additional - Full,1,Upper,Attack Once Upper Level End #,22,Yes,1,0.9578,0,0.5578,0.467,0.5232
2018-2019,1690850,1,Male,80016,17.5762,2,7,8,324,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9886,0,0.534,0.8676,0.5232
